Wall time,Step,Value
1575937850.4263058,0,1.0781819820404053
1575937853.364731,10,1.0781819820404053
1575937854.517105,20,2.717951774597168
1575937855.1257415,30,4.613632678985596
1575937855.6268435,40,6.201601028442383
1575937856.2930546,50,7.422309398651123
1575937857.6104703,60,8.679547309875488
1575937858.2180173,70,9.616695404052734
1575937858.95499,80,10.277112007141113
1575937859.6525524,90,10.805164337158203
1575937860.3411257,100,11.255217552185059
1575937861.697875,110,11.612613677978516
1575937862.25578,120,12.053323745727539
1575937862.700429,130,12.50171947479248
1575937863.415763,140,12.943933486938477
1575937863.9477715,150,13.213775634765625
1575937865.1975772,160,13.366989135742188
1575937865.8104832,170,13.394241333007812
1575937866.4120052,180,13.468097686767578
1575937867.0268776,190,13.645486831665039
1575937867.711437,200,13.805648803710938
1575937869.2705982,210,13.993888854980469
1575937870.1269853,220,13.95060920715332
1575937871.0085635,230,14.060047149658203
1575937872.8346746,240,13.939151763916016
1575937874.9989944,250,13.831007957458496
1575937880.9585178,260,13.893924713134766
1575937883.676384,270,13.961584091186523
1575937886.9213502,280,14.130264282226562
1575937889.5337238,290,14.651959419250488
1575937892.1242554,300,14.996674537658691
1575937899.502613,310,15.4453763961792
1575937902.6107972,320,16.076597213745117
1575937905.7716208,330,16.448503494262695
1575937908.8636556,340,16.804574966430664
1575937911.9279518,350,17.120786666870117
1575937919.3997858,360,17.60546875
1575937922.6191382,370,17.921031951904297
1575937925.5166833,380,18.34593963623047
1575937928.195695,390,18.55710220336914
1575937930.2818315,400,19.11819076538086
1575937936.477313,410,19.68316078186035
1575937938.8978376,420,20.176183700561523
1575937941.6185958,430,20.493654251098633
1575937944.4118433,440,20.875633239746094
1575937947.3573503,450,21.087575912475586
1575937954.410157,460,21.33257293701172
1575937958.1395674,470,21.331750869750977
1575937962.3534653,480,21.293643951416016
1575937963.7626827,490,21.277141571044922
1575937964.0854726,500,21.016511917114258
1575937964.8365488,510,20.81702995300293
1575937965.2790728,520,20.88382339477539
1575937965.6465225,530,20.797080993652344
1575937966.1712635,540,20.42353057861328
1575937966.535112,550,19.85772132873535
1575937967.3076644,560,19.476566314697266
1575937967.6695514,570,19.29183578491211
1575937967.9900625,580,19.113969802856445
1575937968.3608997,590,18.774169921875
1575937968.8191369,600,18.34480094909668
1575937969.6580849,610,18.088289260864258
1575937970.2324414,620,17.578617095947266
1575937970.6811416,630,17.375186920166016
1575937971.7610197,640,16.907215118408203
1575937973.000827,650,16.57514762878418
1575937975.393726,660,16.5704288482666
1575937975.9932954,670,16.397918701171875
1575937976.4533355,680,16.17198944091797
1575937976.87761,690,16.2365665435791
1575937977.6382775,700,15.988743782043457
1575937979.79787,710,15.940382957458496
1575937980.7432613,720,15.640961647033691
1575937981.937404,730,15.542218208312988
1575937983.8038852,740,15.447552680969238
1575937986.9862397,750,15.51240062713623
1575937996.4791183,760,15.53138256072998
1575938000.7744381,770,15.593228340148926
1575938005.0425158,780,15.989476203918457
1575938009.3202498,790,16.441015243530273
1575938013.5999126,800,16.83218002319336
1575938023.7880323,810,17.204023361206055
1575938028.058457,820,17.60164451599121
1575938032.3617496,830,17.802101135253906
1575938036.6354144,840,17.998241424560547
1575938040.9177406,850,18.280717849731445
1575938051.1658878,860,18.43940544128418
1575938055.449846,870,18.75018882751465
1575938059.7074673,880,18.775774002075195
1575938063.9776733,890,19.142528533935547
1575938068.2310338,900,19.2729434967041
1575938078.4278085,910,19.43988037109375
1575938082.691208,920,19.713340759277344
1575938086.9417703,930,20.05394744873047
1575938091.188865,940,20.2307186126709
1575938095.47414,950,20.50006103515625
1575938105.6874213,960,20.645095825195312
1575938109.9651248,970,20.59713363647461
1575938114.2586622,980,20.599788665771484
1575938118.5962517,990,20.550474166870117
1575938122.8444047,1000,20.466419219970703
1575938133.0081007,1010,20.552074432373047
1575938137.2791402,1020,20.556671142578125
1575938139.5319455,1030,20.585996627807617
1575938139.882355,1040,20.469234466552734
1575938143.5195913,1050,20.138011932373047
1575938152.2746677,1060,20.161680221557617
1575938153.583859,1070,20.550569534301758
1575938154.112361,1080,21.265701293945312
1575938154.5737996,1090,21.835166931152344
1575938154.9861767,1100,22.436996459960938
1575938155.8171048,1110,22.85369300842285
1575938156.4529126,1120,22.728164672851562
1575938157.148427,1130,22.3809757232666
1575938157.6424036,1140,22.30848503112793
1575938158.1694903,1150,21.943483352661133
1575938159.4127235,1160,21.641803741455078
1575938159.908787,1170,21.499385833740234
1575938160.53173,1180,21.060327529907227
1575938161.1832514,1190,20.474254608154297
1575938161.8862128,1200,20.047101974487305
1575938164.1861699,1210,19.488977432250977
1575938165.5018582,1220,18.842275619506836
1575938166.5648885,1230,18.669090270996094
1575938167.4553976,1240,18.391706466674805
1575938168.4856713,1250,17.869630813598633
1575938170.9904647,1260,17.59572410583496
1575938172.6685355,1270,17.528594970703125
1575938174.7492073,1280,17.486440658569336
1575938177.0019712,1290,17.305828094482422
1575938179.877239,1300,17.39991569519043
1575938187.983507,1310,17.609350204467773
1575938191.8694897,1320,17.808115005493164
1575938195.5320556,1330,18.23041343688965
1575938198.727677,1340,18.739870071411133
1575938201.5959475,1350,19.142620086669922
1575938208.3646917,1360,19.689741134643555
1575938211.2430828,1370,20.123943328857422
1575938214.1586902,1380,20.469863891601562
1575938217.2086613,1390,20.79451560974121
1575938220.130788,1400,20.747882843017578
1575938227.135838,1410,20.71466827392578
1575938230.1708345,1420,20.69414520263672
1575938233.4309003,1430,20.758777618408203
1575938236.7199688,1440,20.567686080932617
1575938240.0074852,1450,20.472064971923828
1575938248.1434698,1460,20.446640014648438
1575938251.5385077,1470,20.40523910522461
1575938254.8890793,1480,20.52520751953125
1575938258.3982856,1490,20.46782112121582
1575938261.9671185,1500,20.332386016845703
1575938270.1606877,1510,20.29196548461914
1575938273.591912,1520,20.272367477416992
1575938277.0448296,1530,20.319629669189453
1575938280.4408617,1540,20.251441955566406
1575938283.8121963,1550,20.16163444519043
1575938291.6443677,1560,20.031417846679688
